0	0	1	2	3
1	0	1	2	3
2	0	1	2	3
3	0	1	2	3
4	0	1	2	3
5	0	1	2	3
6	0	1	2	3
7	0	1	2	3
8	0	1	2	3
9	0	1	2	3
10	0	1	2	3
11	0	1	2	3
12	0	1	2	3
13	0	1	2	3
14	0	1	2	3
15	0	1	2	3
16	0	1	2	3
17	0	1	2	3
18	0	1	2	3
19	0	1	2	3
20	0	1	2	3
21	0	1	2	3
22	0	1	2	3
23	0	1	2	3
24	0	1	2	3
25	0	1	2	3
26	0	1	2	3
27	0	1	2	3
28	0	1	2	3
29	0	1	2	3
30	0	1	2	3
31	0	1	2	3
32	0	1	2	3
33	0	1	2	3
34	0	1	2	3
35	0	1	2	3
36	0	1	2	3
37	0	1	2	3
38	0	1	2	3
39	0	1	2	3
40	0	1	2	3
41	0	1	2	3
42	0	1	2	3
43	0	1	2	3
44	0	1	2	3
45	0	1	2	3
46	0	1	2	3
47	0	1	2	3
48	0	1	2	3
49	0	1	2	3
50	0	1	2	3
51	0	1	2	3
52	0	1	2	3
53	0	1	2	3
54	0	1	2	3
55	0	1	2	3
56	0	1	2	3
57	0	1	2	3
58	0	1	2	3
59	0	1	2	3
60	0	1	2	3
61	0	1	2	3
62	0	1	2	3
63	0	1	2	3
64	0	1	2	3
65	0	1	2	3
66	0	1	2	3
67	0	1	2	3
68	0	1	2	3
69	0	1	2	3
70	0	1	2	3
71	0	1	2	3
72	0	1	2	3
73	0	1	2	3
74	0	1	2	3
75	0	1	2	3
76	0	1	2	3
77	0	1	2	3
78	0	1	2	3
79	0	1	2	3
80	0	1	2	3
81	0	1	2	3
82	0	1	2	3
83	0	1	2	3
84	0	1	2	3
85	0	1	2	3
86	0	1	2	3
87	0	1	2	3
88	0	1	2	3
89	0	1	2	3
90	0	1	2	3
91	0	1	2	3
92	0	1	2	3
93	0	1	2	3
94	0	1	2	3
95	0	1	2	3
96	0	1	2	3
97	0	1	2	3
98	0	1	2	3
99	0	1	2	3
100	0	1	2	3
101	0	1	2	3
102	0	1	2	3
103	0	1	2	3
104	0	1	2	3
105	0	1	2	3
106	0	1	2	3
107	0	1	2	3
108	0	1	2	3
109	0	1	2	3
110	0	1	2	3
111	0	1	2	3
112	0	1	2	3
113	0	1	2	3
114	0	1	2	3
115	0	1	2	3
116	0	1	2	3
117	0	1	2	3
118	0	1	2	3
119	0	1	2	3
120	0	1	2	3
121	0	1	2	3
122	0	1	2	3
123	0	1	2	3
124	0	1	2	3
125	0	1	2	3
126	0	1	2	3
127	0	1	2	3
128	0	1	2	3
129	0	1	2	3
130	0	1	2	3
131	0	1	2	3
132	0	1	2	3
133	0	1	2	3
134	0	1	2	3
135	0	1	2	3
136	0	1	2	3
137	0	1	2	3
138	0	1	2	3
139	0	1	2	3
140	0	1	2	3
141	0	1	2	3
142	0	1	2	3
143	0	1	2	3
144	0	1	2	3
145	0	1	2	3
146	0	1	2	3
147	0	1	2	3
148	0	1	2	3
149	0	1	2	3
150	0	1	2	3
151	0	1	2	3
152	0	1	2	3
153	0	1	2	3
154	0	1	2	3
155	0	1	2	3
156	0	1	2	3
157	0	1	2	3
158	0	1	2	3
159	0	1	2	3
160	0	1	2	3
161	0	1	2	3
162	0	1	2	3
163	0	1	2	3
164	0	1	2	3
165	0	1	2	3
166	0	1	2	3
167	0	1	2	3
168	0	1	2	3
169	0	1	2	3
170	0	1	2	3
171	0	1	2	3
172	0	1	2	3
173	0	1	2	3
174	0	1	2	3
175	0	1	2	3
176	0	1	2	3
177	0	1	2	3
178	0	1	2	3
179	0	1	2	3
180	0	1	2	3
181	0	1	2	3
182	0	1	2	3
183	0	1	2	3
184	0	1	2	3
185	0	1	2	3
186	0	1	2	3
187	0	1	2	3
188	0	1	2	3
189	0	1	2	3
190	0	1	2	3
191	0	1	2	3
192	0	1	2	3
193	0	1	2	3
194	0	1	2	3
195	0	1	2	3
196	0	1	2	3
197	0	1	2	3
198	0	1	2	3
199	0	1	2	3
200	0	1	2	3
201	0	1	2	3
202	0	1	2	3
203	0	1	2	3
204	0	1	2	3
205	0	1	2	3
206	0	1	2	3
207	0	1	2	3
208	0	1	2	3
209	0	1	2	3
210	0	1	2	3
211	0	1	2	3
212	0	1	2	3
213	0	1	2	3
214	0	1	2	3
215	0	1	2	3
216	0	1	2	3
217	0	1	2	3
218	0	1	2	3
219	0	1	2	3
220	0	1	2	3
221	0	1	2	3
222	0	1	2	3
223	0	1	2	3
224	0	1	2	3
225	0	1	2	3
226	0	1	2	3
227	0	1	2	3
228	0	1	2	3
229	0	1	2	3
230	0	1	2	3
231	0	1	2	3
232	0	1	2	3
233	0	1	2	3
234	0	1	2	3
235	0	1	2	3
236	0	1	2	3
237	0	1	2	3
238	0	1	2	3
239	0	1	2	3
240	0	1	2	3
241	0	1	2	3
242	0	1	2	3
243	0	1	2	3
244	0	1	2	3
245	0	1	2	3
246	0	1	2	3
247	0	1	2	3
248	0	1	2	3
249	0	1	2	3
250	0	1	2	3
251	0	1	2	3
252	0	1	2	3
253	0	1	2	3
254	0	1	2	3
255	0	1	2	3
